timestamp,provider,model,question,raw_response,extracted_answer,is_yes,trial_idx,temperature
2025-08-30T07:01:28.407152+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,34,0.0
2025-08-30T07:01:29.433883+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,35,0.0
2025-08-30T07:01:30.312605+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,36,0.0
2025-08-30T07:01:31.081458+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,37,0.0
2025-08-30T07:01:31.678290+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,38,0.0
2025-08-30T07:01:32.236229+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,39,0.0
2025-08-30T07:01:33.464795+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,40,0.0
2025-08-30T07:01:33.961569+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,41,0.0
2025-08-30T07:01:34.723635+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,42,0.0
2025-08-30T07:01:35.838655+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,43,0.0
2025-08-30T07:01:36.395474+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,44,0.0
2025-08-30T07:01:36.826293+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,45,0.0
2025-08-30T07:01:37.723494+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,46,0.0
2025-08-30T07:01:38.710246+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,47,0.0
2025-08-30T07:01:39.157893+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,48,0.0
2025-08-30T07:01:39.641644+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,49,0.0
2025-08-30T07:01:40.063845+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,50,0.0
2025-08-30T07:01:41.154329+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,51,0.0
2025-08-30T07:01:41.539624+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,52,0.0
2025-08-30T07:01:42.231404+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,53,0.0
2025-08-30T07:01:42.842324+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,54,0.0
2025-08-30T07:01:43.558726+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,55,0.0
2025-08-30T07:01:44.174547+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,56,0.0
2025-08-30T07:01:44.638650+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,57,0.0
2025-08-30T07:01:45.301107+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,58,0.0
2025-08-30T07:01:46.124119+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,59,0.0
2025-08-30T07:01:46.604686+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,60,0.0
2025-08-30T07:01:47.231834+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,61,0.0
2025-08-30T07:01:47.895016+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,62,0.0
2025-08-30T07:01:48.572943+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,63,0.0
2025-08-30T07:01:49.095171+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,64,0.0
2025-08-30T07:01:49.703668+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,65,0.0
2025-08-30T07:01:50.221274+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,66,0.0
2025-08-30T07:01:50.769405+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,67,0.0
2025-08-30T07:01:51.246357+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,68,0.0
2025-08-30T07:01:52.295870+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,69,0.0
2025-08-30T07:01:53.287894+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,70,0.0
2025-08-30T07:01:53.872908+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,71,0.0
2025-08-30T07:01:54.292400+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,72,0.0
2025-08-30T07:01:55.253778+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,73,0.0
2025-08-30T07:01:56.361917+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,74,0.0
2025-08-30T07:01:56.877530+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,75,0.0
2025-08-30T07:01:57.390995+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,76,0.0
2025-08-30T07:01:57.999778+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,77,0.0
2025-08-30T07:01:59.125904+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,78,0.0
2025-08-30T07:01:59.944411+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,79,0.0
2025-08-30T07:02:00.464051+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,80,0.0
2025-08-30T07:02:01.069972+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,81,0.0
2025-08-30T07:02:01.495576+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,82,0.0
2025-08-30T07:02:02.132365+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,83,0.0
2025-08-30T07:02:02.927732+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,84,0.0
2025-08-30T07:02:03.502960+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,85,0.0
2025-08-30T07:02:04.145438+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,86,0.0
2025-08-30T07:02:04.570207+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,87,0.0
2025-08-30T07:02:05.068805+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,88,0.0
2025-08-30T07:02:05.680488+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,89,0.0
2025-08-30T07:02:06.259085+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,90,0.0
2025-08-30T07:02:06.731964+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,91,0.0
2025-08-30T07:02:07.293473+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,92,0.0
2025-08-30T07:02:08.489570+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,93,0.0
2025-08-30T07:02:09.062294+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,94,0.0
2025-08-30T07:02:09.776388+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,95,0.0
2025-08-30T07:02:10.493836+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,96,0.0
2025-08-30T07:02:11.347907+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,97,0.0
2025-08-30T07:02:11.863384+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,98,0.0
2025-08-30T07:02:12.968763+00:00,openai,gpt-3.5-turbo-0125,Is a 'baby stroller' a 'vehicle'?,No,No,0,99,0.0
2025-08-30T07:02:13.567434+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,0,0.0
2025-08-30T07:02:14.230138+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,1,0.0
2025-08-30T07:02:15.830954+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,2,0.0
2025-08-30T07:02:16.944808+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,3,0.0
2025-08-30T07:02:18.583792+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,4,0.0
2025-08-30T07:02:19.708932+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,5,0.0
2025-08-30T07:02:20.322532+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,6,0.0
2025-08-30T07:02:21.060194+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,7,0.0
2025-08-30T07:02:21.655013+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,8,0.0
2025-08-30T07:02:22.196447+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,9,0.0
2025-08-30T07:02:23.192484+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,10,0.0
2025-08-30T07:02:23.558276+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,11,0.0
2025-08-30T07:02:24.628226+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,12,0.0
2025-08-30T07:02:26.137549+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,13,0.0
2025-08-30T07:02:27.103933+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,14,0.0
2025-08-30T07:02:28.081174+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,15,0.0
2025-08-30T07:02:28.721642+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,16,0.0
2025-08-30T07:02:30.463505+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,17,0.0
2025-08-30T07:02:31.280597+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,18,0.0
2025-08-30T07:02:31.761386+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,19,0.0
2025-08-30T07:02:32.231947+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,20,0.0
2025-08-30T07:02:33.197356+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,21,0.0
2025-08-30T07:02:33.679375+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,22,0.0
2025-08-30T07:02:34.258278+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,23,0.0
2025-08-30T07:02:35.991744+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,24,0.0
2025-08-30T07:02:36.472433+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,25,0.0
2025-08-30T07:02:38.475503+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,26,0.0
2025-08-30T07:02:39.504362+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,27,0.0
2025-08-30T07:02:40.582765+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,28,0.0
2025-08-30T07:02:41.096725+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,29,0.0
2025-08-30T07:02:41.663567+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,30,0.0
2025-08-30T07:02:42.644324+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,31,0.0
2025-08-30T07:02:43.153047+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,32,0.0
2025-08-30T07:02:43.791749+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,33,0.0
2025-08-30T07:02:44.697870+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,34,0.0
2025-08-30T07:02:45.208008+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,35,0.0
2025-08-30T07:02:45.659619+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,36,0.0
2025-08-30T07:02:46.185520+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,37,0.0
2025-08-30T07:02:46.614615+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,38,0.0
2025-08-30T07:02:47.201679+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,39,0.0
2025-08-30T07:02:47.973040+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,40,0.0
2025-08-30T07:02:48.998892+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,41,0.0
2025-08-30T07:02:49.521640+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,42,0.0
2025-08-30T07:02:50.553504+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,43,0.0
2025-08-30T07:02:50.878421+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,44,0.0
2025-08-30T07:02:51.504500+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,45,0.0
2025-08-30T07:02:52.483107+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,46,0.0
2025-08-30T07:02:53.128356+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,47,0.0
2025-08-30T07:02:53.630701+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,48,0.0
2025-08-30T07:02:54.590677+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,49,0.0
2025-08-30T07:02:54.965413+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,50,0.0
2025-08-30T07:02:56.575075+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,51,0.0
2025-08-30T07:02:57.291154+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,52,0.0
2025-08-30T07:02:58.442386+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,53,0.0
2025-08-30T07:02:59.545640+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,54,0.0
2025-08-30T07:03:01.090424+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,55,0.0
2025-08-30T07:03:01.576408+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,56,0.0
2025-08-30T07:03:03.129532+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,57,0.0
2025-08-30T07:03:04.256848+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,58,0.0
2025-08-30T07:03:05.389215+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,59,0.0
2025-08-30T07:03:05.895219+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,60,0.0
2025-08-30T07:03:06.408291+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,61,0.0
2025-08-30T07:03:08.050826+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,62,0.0
2025-08-30T07:03:09.059269+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,63,0.0
2025-08-30T07:03:09.447231+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,64,0.0
2025-08-30T07:03:10.501730+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,65,0.0
2025-08-30T07:03:10.992424+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,66,0.0
2025-08-30T07:03:11.730677+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,67,0.0
2025-08-30T07:03:12.242392+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,68,0.0
2025-08-30T07:03:12.667308+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,69,0.0
2025-08-30T07:03:14.290377+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,70,0.0
2025-08-30T07:03:14.803364+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,71,0.0
2025-08-30T07:03:15.415971+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,72,0.0
2025-08-30T07:03:16.382550+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,73,0.0
2025-08-30T07:03:17.055671+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,74,0.0
2025-08-30T07:03:17.601885+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,75,0.0
2025-08-30T07:03:19.309545+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,76,0.0
2025-08-30T07:03:20.025048+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,77,0.0
2025-08-30T07:03:20.858681+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,78,0.0
2025-08-30T07:03:21.458769+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,79,0.0
2025-08-30T07:03:21.899707+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,80,0.0
2025-08-30T07:03:22.993466+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,81,0.0
2025-08-30T07:03:24.035296+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,82,0.0
2025-08-30T07:03:25.041907+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,83,0.0
2025-08-30T07:03:25.588925+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,84,0.0
2025-08-30T07:03:26.082605+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,85,0.0
2025-08-30T07:03:27.193319+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,86,0.0
2025-08-30T07:03:27.669140+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,87,0.0
2025-08-30T07:03:28.424856+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,88,0.0
2025-08-30T07:03:28.935078+00:00,openai,gpt-3.5-turbo-1106,Is a 'baby stroller' a 'vehicle'?,Yes,Yes,1,89,0.0
