timestamp_utc,question_index,question_label,provider,model,prompt_variation,temperature,trial_idx,raw_text,extracted_answer,is_yes,api_provider,response_time,api_status
2025-08-25T08:48:50.367467+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,4,Yes,Yes,1.0,openai,0.6492867469787598,success
2025-08-25T08:48:50.751989+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,5,Yes,Yes,1.0,openai,0.2805900573730469,success
2025-08-25T08:48:51.356642+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,6,Yes,Yes,1.0,openai,0.5010371208190918,success
2025-08-25T08:48:52.071505+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,7,Yes,Yes,1.0,openai,0.6130161285400391,success
2025-08-25T08:48:52.644494+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,8,Yes,Yes,1.0,openai,0.46965980529785156,success
2025-08-25T08:48:53.337403+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,9,Yes,Yes,1.0,openai,0.591562032699585,success
2025-08-25T08:48:54.167102+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,10,Yes,Yes,1.0,openai,0.7266891002655029,success
2025-08-25T08:48:54.837024+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,11,Yes,Yes,1.0,openai,0.5661630630493164,success
2025-08-25T08:48:55.551461+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,12,Yes,Yes,1.0,openai,0.6090700626373291,success
2025-08-25T08:48:56.073292+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,13,Yes,Yes,1.0,openai,0.41800689697265625,success
2025-08-25T08:48:56.684505+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,14,Yes,Yes,1.0,openai,0.5084149837493896,success
2025-08-25T08:48:57.273946+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,0,Yes,Yes,1.0,openai,0.48577308654785156,success
2025-08-25T08:48:57.945200+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,1,Yes,Yes,1.0,openai,0.5685257911682129,success
2025-08-25T08:48:58.506549+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,2,Yes,Yes,1.0,openai,0.4573500156402588,success
2025-08-25T08:48:59.190684+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,3,Yes,Yes,1.0,openai,0.5803110599517822,success
2025-08-25T08:49:00.217060+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,4,Yes,Yes,1.0,openai,0.9229729175567627,success
2025-08-25T08:49:00.770467+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,5,Yes,Yes,1.0,openai,0.4493582248687744,success
2025-08-25T08:49:01.289828+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,6,Yes,Yes,1.0,openai,0.41434693336486816,success
2025-08-25T08:49:01.869389+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,7,Yes,Yes,1.0,openai,0.47530603408813477,success
2025-08-25T08:49:02.459279+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,8,Yes,Yes,1.0,openai,0.48576807975769043,success
2025-08-25T08:49:02.926222+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,9,Yes,Yes,1.0,openai,0.3630959987640381,success
2025-08-25T08:49:03.747241+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,10,Yes,Yes,1.0,openai,0.7178878784179688,success
2025-08-25T08:49:04.460498+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,11,Yes,Yes,1.0,openai,0.6109209060668945,success
2025-08-25T08:49:05.005693+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,12,Yes,Yes,1.0,openai,0.4420459270477295,success
2025-08-25T08:49:05.692881+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,13,Yes,Yes,1.0,openai,0.5833950042724609,success
2025-08-25T08:49:06.408467+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.5,14,Yes,Yes,1.0,openai,0.6126351356506348,success
2025-08-25T08:49:07.143876+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,0,Yes,Yes,1.0,openai,0.6312692165374756,success
2025-08-25T08:49:07.741854+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,1,Yes,Yes,1.0,openai,0.4938969612121582,success
2025-08-25T08:49:08.353689+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,2,Yes,Yes,1.0,openai,0.5074219703674316,success
2025-08-25T08:49:08.910345+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,3,Yes,Yes,1.0,openai,0.45282411575317383,success
2025-08-25T08:49:09.582736+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,4,Yes,Yes,1.0,openai,0.5685698986053467,success
2025-08-25T08:49:12.553343+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,5,Yes,Yes,1.0,openai,2.8668079376220703,success
2025-08-25T08:49:13.167629+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,6,Yes,Yes,1.0,openai,0.5105938911437988,success
2025-08-25T08:49:13.681381+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,7,Yes,Yes,1.0,openai,0.4110550880432129,success
2025-08-25T08:49:14.127824+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,8,Yes,Yes,1.0,openai,0.34211206436157227,success
2025-08-25T08:49:14.782553+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,9,Yes,Yes,1.0,openai,0.5508580207824707,success
2025-08-25T08:49:15.491524+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,10,Yes,Yes,1.0,openai,0.605194091796875,success
2025-08-25T08:49:16.138679+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,11,Yes,Yes,1.0,openai,0.5434250831604004,success
2025-08-25T08:49:16.781599+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,12,Yes,Yes,1.0,openai,0.5388967990875244,success
2025-08-25T08:49:17.470133+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,13,Yes,Yes,1.0,openai,0.5844709873199463,success
2025-08-25T08:49:18.068815+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,1.0,14,Yes,Yes,1.0,openai,0.4955770969390869,success
2025-08-25T08:49:18.902463+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,0,Yes,Yes,1.0,openai,0.7298879623413086,success
2025-08-25T08:49:19.615988+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,1,Yes,Yes,1.0,openai,0.6107809543609619,success
2025-08-25T08:49:20.129343+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,2,Yes,Yes,1.0,openai,0.40903306007385254,success
2025-08-25T08:49:20.761988+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,3,Yes,Yes,1.0,openai,0.5288839340209961,success
2025-08-25T08:49:21.464792+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,4,Yes,Yes,1.0,openai,0.60103440284729,success
2025-08-25T08:49:22.181411+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,5,Yes,Yes,1.0,openai,0.6130807399749756,success
2025-08-25T08:49:22.965150+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,6,Yes,Yes,1.0,openai,0.680152177810669,success
2025-08-25T08:49:23.635335+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,7,Yes,Yes,1.0,openai,0.5672266483306885,success
2025-08-25T08:49:24.223297+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,8,Yes,Yes,1.0,openai,0.4840829372406006,success
2025-08-25T08:49:24.961677+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,9,Yes,Yes,1.0,openai,0.6342639923095703,success
2025-08-25T08:49:25.558834+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,10,Yes,Yes,1.0,openai,0.49313879013061523,success
2025-08-25T08:49:26.153903+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,11,Yes,Yes,1.0,openai,0.49045705795288086,success
2025-08-25T08:49:26.786538+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,12,Yes,Yes,1.0,openai,0.5290868282318115,success
2025-08-25T08:49:27.389805+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,13,Yes,Yes,1.0,openai,0.4995229244232178,success
2025-08-25T08:49:27.912502+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.0,14,Yes,Yes,1.0,openai,0.4190070629119873,success
2025-08-25T08:49:29.140778+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,0,Yes,Yes,1.0,openai,1.124687910079956,success
2025-08-25T08:49:29.756171+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,1,Yes,Yes,1.0,openai,0.5127339363098145,success
2025-08-25T08:49:30.370328+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,2,Yes,Yes,1.0,openai,0.5102190971374512,success
2025-08-25T08:49:31.088043+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,3,Yes,Yes,1.0,openai,0.6145541667938232,success
2025-08-25T08:49:31.606748+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,4,Yes,Yes,1.0,openai,0.4144768714904785,success
2025-08-25T08:49:32.244117+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,5,Yes,Yes,1.0,openai,0.5333089828491211,success
2025-08-25T08:49:32.930784+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,6,Yes,Yes,1.0,openai,0.5837628841400146,success
2025-08-25T08:49:33.486396+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,7,Yes,Yes,1.0,openai,0.4521913528442383,success
2025-08-25T08:49:34.210230+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,8,Yes,Yes,1.0,openai,0.6208066940307617,success
2025-08-25T08:49:34.886545+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,9,Yes,Yes,1.0,openai,0.5728800296783447,success
2025-08-25T08:49:35.412592+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,10,Yes,Yes,1.0,openai,0.4223029613494873,success
2025-08-25T08:49:35.977398+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,11,Yes,Yes,1.0,openai,0.4606649875640869,success
2025-08-25T08:49:36.718092+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,12,Yes,Yes,1.0,openai,0.6380140781402588,success
2025-08-25T08:49:37.537191+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,13,Yes,Yes,1.0,openai,0.7155599594116211,success
2025-08-25T08:49:38.254846+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,0.5,14,Yes,Yes,1.0,openai,0.6137528419494629,success
2025-08-25T08:49:39.080188+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,1.0,0,Yes,Yes,1.0,openai,0.7213540077209473,success
2025-08-25T08:49:39.586799+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,1.0,1,Yes,Yes,1.0,openai,0.40313196182250977,success
2025-08-25T08:49:40.480655+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,1.0,2,Yes,Yes,1.0,openai,0.7903239727020264,success
2025-08-25T08:49:41.067717+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,1.0,3,Yes,Yes,1.0,openai,0.4822211265563965,success
2025-08-25T08:49:41.635563+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,1.0,4,Yes,Yes,1.0,openai,0.46277713775634766,success
2025-08-25T08:49:42.249984+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,1.0,5,Yes,Yes,1.0,openai,0.5113201141357422,success
2025-08-25T08:49:43.238619+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,1.0,6,Yes,Yes,1.0,openai,0.884699821472168,success
2025-08-25T08:49:43.664049+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,1.0,7,Yes,Yes,1.0,openai,0.32306408882141113,success
2025-08-25T08:49:44.500398+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,1.0,8,Yes,Yes,1.0,openai,0.7331881523132324,success
2025-08-25T08:49:45.217765+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,friend,1.0,9,Yes,Yes,1.0,openai,0.6146161556243896,success
