provider,model,trial,question,raw_text,extracted_answer,temperature
openai,gpt-3.5-turbo-0125,99,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,0,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,1,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,2,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,3,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,4,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,5,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,6,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,7,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,8,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,9,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,10,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,11,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,12,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,13,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,14,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,15,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,16,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,17,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,18,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,19,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,20,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,21,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,22,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,23,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,24,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,25,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,26,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,27,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,28,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,29,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,30,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,31,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,32,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,33,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,34,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,35,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,36,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,37,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,38,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,39,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,40,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,41,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,42,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,43,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,44,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,45,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,46,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,47,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,48,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,49,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,50,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,51,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,52,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,53,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,54,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,55,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,56,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,57,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,58,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,59,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,60,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,61,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,62,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,63,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,64,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,65,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,66,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,67,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,68,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,69,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,70,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,71,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,72,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,73,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,74,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,75,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,76,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,77,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,78,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,79,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,80,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,81,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,82,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,83,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,84,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,85,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,86,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,87,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,88,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,89,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,90,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,91,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,92,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,93,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,94,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,95,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,96,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,97,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,98,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-1106,99,Are 'roller skates' a 'vehicle'?,"No, roller",No,0.0
openai,gpt-3.5-turbo-instruct,0,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,1,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,2,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,3,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,4,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,5,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,6,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,7,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,8,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,9,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,10,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,11,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,12,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,13,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,14,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,15,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,16,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,17,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,18,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,19,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,20,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,21,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,22,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,23,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,24,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,25,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,26,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,27,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,28,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,29,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,30,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,31,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,32,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,33,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,34,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,35,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,36,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,37,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,38,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,39,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,40,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,41,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,42,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,43,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,44,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,45,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,46,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,47,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,48,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,49,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,50,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,51,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,52,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,53,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,54,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,55,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,56,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,57,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,58,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,59,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,60,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,61,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,62,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,63,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,64,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,65,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,66,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,67,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
