question_index,question,question_label,subset,set,statute,provider,model,prompt_variation,temperature,trial_idx,raw_text,extracted_answer,is_yes,api_status,response_time,timestamp
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-3.5-turbo-instruct,normal,1.0,4,"Yes,",Yes,1,success,0.6782212257385254,2025-08-28T03:31:52.404701+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,0.0,0,Yes,Yes,1,success,1.0913689136505127,2025-08-28T03:31:53.598034+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,0.0,1,Yes,Yes,1,success,0.4796929359436035,2025-08-28T03:31:54.179536+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,0.0,2,Yes,Yes,1,success,0.6393511295318604,2025-08-28T03:31:54.921159+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,0.0,3,Yes,Yes,1,success,1.158695936203003,2025-08-28T03:31:56.182008+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,0.0,4,Yes,Yes,1,success,1.0802690982818604,2025-08-28T03:31:57.364386+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,0.5,0,Yes,Yes,1,success,1.1259078979492188,2025-08-28T03:31:58.591887+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,0.5,1,Yes,Yes,1,success,1.1786370277404785,2025-08-28T03:31:59.871976+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,0.5,2,Yes,Yes,1,success,1.0015389919281006,2025-08-28T03:32:00.975298+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,0.5,3,Yes,Yes,1,success,0.7418618202209473,2025-08-28T03:32:01.818946+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,0.5,4,Yes,Yes,1,success,1.118453025817871,2025-08-28T03:32:03.039347+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,1.0,0,Yes,Yes,1,success,0.5676670074462891,2025-08-28T03:32:03.708680+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,1.0,1,Yes,Yes,1,success,0.5361888408660889,2025-08-28T03:32:04.346502+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,1.0,2,Yes,Yes,1,success,1.0659739971160889,2025-08-28T03:32:05.514534+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,1.0,3,Yes,Yes,1,success,1.1344709396362305,2025-08-28T03:32:06.750969+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-turbo-2024-04-09,normal,1.0,4,Yes,Yes,1,success,0.9691240787506104,2025-08-28T03:32:07.822185+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,0.0,0,Yes,Yes,1,success,0.7327051162719727,2025-08-28T03:32:08.657164+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,0.0,1,Yes,Yes,1,success,0.6919412612915039,2025-08-28T03:32:09.450747+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,0.0,2,Yes,Yes,1,success,1.0371339321136475,2025-08-28T03:32:10.589799+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,0.0,3,Yes,Yes,1,success,1.0065531730651855,2025-08-28T03:32:11.698629+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,0.0,4,Yes,Yes,1,success,0.6316931247711182,2025-08-28T03:32:12.432123+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,0.5,0,Yes,Yes,1,success,1.0536391735076904,2025-08-28T03:32:13.587536+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,0.5,1,Yes,Yes,1,success,1.2723877429962158,2025-08-28T03:32:14.962052+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,0.5,2,Yes,Yes,1,success,0.7702541351318359,2025-08-28T03:32:15.834426+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,0.5,3,Yes,Yes,1,success,1.0091102123260498,2025-08-28T03:32:16.945909+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,0.5,4,Yes,Yes,1,success,0.7012698650360107,2025-08-28T03:32:17.749022+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,1.0,0,Yes,Yes,1,success,0.8102321624755859,2025-08-28T03:32:18.661235+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,1.0,1,Yes.,Yes,1,success,0.6070137023925781,2025-08-28T03:32:19.370519+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,1.0,2,Yes,Yes,1,success,0.6786098480224609,2025-08-28T03:32:20.151308+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,1.0,3,Yes,Yes,1,success,0.4944629669189453,2025-08-28T03:32:20.747769+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0125-preview,normal,1.0,4,Yes,Yes,1,success,0.9389760494232178,2025-08-28T03:32:21.788430+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,0.0,0,Yes,Yes,1,success,0.9210271835327148,2025-08-28T03:32:22.811621+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,0.0,1,Yes,Yes,1,success,1.2678899765014648,2025-08-28T03:32:24.181701+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,0.0,2,Yes,Yes,1,success,0.6686747074127197,2025-08-28T03:32:24.952381+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,0.0,3,Yes,Yes,1,success,0.6828098297119141,2025-08-28T03:32:25.737402+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,0.0,4,Yes,Yes,1,success,0.7540919780731201,2025-08-28T03:32:26.593428+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,0.5,0,Yes,Yes,1,success,0.6469800472259521,2025-08-28T03:32:27.342455+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,0.5,1,Yes,Yes,1,success,1.1551427841186523,2025-08-28T03:32:28.599571+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,0.5,2,Yes,Yes,1,success,1.1582140922546387,2025-08-28T03:32:29.859314+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,0.5,3,Yes,Yes,1,success,0.46297478675842285,2025-08-28T03:32:30.424445+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,0.5,4,Yes,Yes,1,success,0.6046559810638428,2025-08-28T03:32:31.131126+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,1.0,0,Yes,Yes,1,success,0.7158749103546143,2025-08-28T03:32:31.948973+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,1.0,1,Yes,Yes,1,success,0.5046818256378174,2025-08-28T03:32:32.555775+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,1.0,2,Yes,Yes,1,success,1.0042212009429932,2025-08-28T03:32:33.662047+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,1.0,3,Yes,Yes,1,success,0.7831957340240479,2025-08-28T03:32:34.547037+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4-0613,normal,1.0,4,Yes,Yes,1,success,0.6114637851715088,2025-08-28T03:32:35.260688+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,0.0,0,Yes,Yes,1,success,0.5810749530792236,2025-08-28T03:32:35.943895+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,0.0,1,Yes,Yes,1,success,0.6183059215545654,2025-08-28T03:32:36.664224+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,0.0,2,Yes,Yes,1,success,0.6137511730194092,2025-08-28T03:32:37.380146+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,0.0,3,Yes,Yes,1,success,0.5473053455352783,2025-08-28T03:32:38.029490+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,0.0,4,Yes,Yes,1,success,0.4760909080505371,2025-08-28T03:32:38.607520+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,0.5,0,Yes,Yes,1,success,0.4023120403289795,2025-08-28T03:32:39.111515+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,0.5,1,Yes,Yes,1,success,0.2972450256347656,2025-08-28T03:32:39.510686+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,0.5,2,Yes,Yes,1,success,0.5531599521636963,2025-08-28T03:32:40.165314+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,0.5,3,Yes,Yes,1,success,0.31980299949645996,2025-08-28T03:32:40.587352+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,0.5,4,Yes,Yes,1,success,0.47174930572509766,2025-08-28T03:32:41.161196+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,1.0,0,Yes,Yes,1,success,0.43808579444885254,2025-08-28T03:32:41.701490+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,1.0,1,Yes,Yes,1,success,0.2608211040496826,2025-08-28T03:32:42.064147+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,1.0,2,Yes,Yes,1,success,0.3318040370941162,2025-08-28T03:32:42.497843+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,1.0,3,Yes,Yes,1,success,0.4379870891571045,2025-08-28T03:32:43.037859+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-11-20,normal,1.0,4,Yes,Yes,1,success,0.6888539791107178,2025-08-28T03:32:43.828364+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-08-06,normal,0.0,0,Yes.,Yes,1,success,0.5143449306488037,2025-08-28T03:32:44.444382+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-08-06,normal,0.0,1,Yes.,Yes,1,success,0.615664005279541,2025-08-28T03:32:45.162091+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-08-06,normal,0.0,2,Yes.,Yes,1,success,0.4086470603942871,2025-08-28T03:32:45.672712+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-08-06,normal,0.0,3,Yes.,Yes,1,success,0.6047379970550537,2025-08-28T03:32:46.379429+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-08-06,normal,0.0,4,Yes.,Yes,1,success,0.5921730995178223,2025-08-28T03:32:47.072680+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-08-06,normal,0.5,0,Yes,Yes,1,success,0.42840003967285156,2025-08-28T03:32:47.602931+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-08-06,normal,0.5,1,Yes.,Yes,1,success,0.4889199733734131,2025-08-28T03:32:48.193790+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-08-06,normal,0.5,2,Yes.,Yes,1,success,0.634619951248169,2025-08-28T03:32:48.930028+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-08-06,normal,0.5,3,Yes.,Yes,1,success,0.45965003967285156,2025-08-28T03:32:49.491606+00:00
2,Is a motorcycle a vehicle?,Is a motorcycle a vehicle?,motorcycle,vehicle,No vehicles in the park.,openai,gpt-4o-2024-08-06,normal,0.5,4,Yes.,Yes,1,success,0.4818439483642578,2025-08-28T03:32:50.075499+00:00
